company,city,state,source,source_id,provenance_url,naics_code,naics_sector,solar_fit_score,energy_intensity,tax_appetite,recommended_ownership,load_profile,est_system_kw,est_annual_kwh,est_annual_savings_usd,est_net_payback_yrs,est_25yr_npv_p50_usd,sales_script,script_cfo,script_facilities,script_sustainability,pitch_angle
"Bta 535 Green River Basin","Midland","TX","epa_ghgrp","epa-1008695","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1008695","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211111. Pre-qualified high-energy solar candidate."
"Bta 360 Anadarko Basin","Midland","TX","epa_ghgrp","epa-1008696","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1008696","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211111. Pre-qualified high-energy solar candidate."
"Coterra Energy - 430 - Permian Basin","Houston","TX","epa_ghgrp","epa-1008700","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1008700","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211120. Pre-qualified high-energy solar candidate."
"Coterra Energy - 360 - Anadarko Basin","Houston","TX","epa_ghgrp","epa-1008702","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1008702","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211120. Pre-qualified high-energy solar candidate."
"Mid-Gulf Coast Facility","Irving","TX","epa_ghgrp","epa-1008712","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1008712","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211111. Pre-qualified high-energy solar candidate."
"East Texas Facility","Houston","TX","epa_ghgrp","epa-1008713","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1008713","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211111. Pre-qualified high-energy solar candidate."
"Gulf Coast Facility","Houston","TX","epa_ghgrp","epa-1008714","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1008714","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211120. Pre-qualified high-energy solar candidate."
"Anadarko Facility","Houston","TX","epa_ghgrp","epa-1008715","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1008715","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211130. Pre-qualified high-energy solar candidate."
"Chautauqua Facility","Houston","TX","epa_ghgrp","epa-1008716","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1008716","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211111. Pre-qualified high-energy solar candidate."
"Chroma Operating, Inc.","Houston","TX","epa_ghgrp","epa-1008751","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1008751","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211111. Pre-qualified high-energy solar candidate."
"Foundation Energy Management 345 Arkoma Basin","Addison","TX","epa_ghgrp","epa-1008753","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1008753","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211130. Pre-qualified high-energy solar candidate."
"Foundation Energy Management 540 Dj Basin","Addison","TX","epa_ghgrp","epa-1008755","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1008755","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211130. Pre-qualified high-energy solar candidate."
"Texland Petroleum, Lp, 430 - Permian Basin","Fort Worth","TX","epa_ghgrp","epa-1008788","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1008788","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211120. Pre-qualified high-energy solar candidate."
"Gulf Crossing Pipeline - Sherman Station","Denison","TX","epa_ghgrp","epa-1008881","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1008881","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 486210. Pre-qualified high-energy solar candidate."
"Marathon Oil Company 230 Arkla Basin","Fairfield","TX","epa_ghgrp","epa-1008883","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1008883","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211111. Pre-qualified high-energy solar candidate."
"Marathon Oil Company 260 East Texas Basin","Fairfield","TX","epa_ghgrp","epa-1008884","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1008884","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211111. Pre-qualified high-energy solar candidate."
"Summit Petroleum Llc","Midland","TX","epa_ghgrp","epa-1008890","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1008890","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211120. Pre-qualified high-energy solar candidate."
"Range Texas Production, Llc & Range Operating New Mexico, Llc - Basin 430","Fort Worth","TX","epa_ghgrp","epa-1008914","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1008914","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211111. Pre-qualified high-energy solar candidate."
"West Texas Fractionator","Mont Belvieu","TX","epa_ghgrp","epa-1008932","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1008932","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211130. Pre-qualified high-energy solar candidate."
"Fractionator Iv","Mont Belvieu","TX","epa_ghgrp","epa-1008933","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1008933","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211130. Pre-qualified high-energy solar candidate."
"East Texas Basin - Aapg Province 260","The Woodlands","TX","epa_ghgrp","epa-1008934","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1008934","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211111. Pre-qualified high-energy solar candidate."
"Gulf Coast Basin - Aapg Province 220","The Woodlands","TX","epa_ghgrp","epa-1008936","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1008936","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211111. Pre-qualified high-energy solar candidate."
"Valero Refining Texas City Refinery","Texas City","TX","epa_ghgrp","epa-1008938","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1008938","","","","","","","","600","904032","90403","7.3","970164","","","","","Petroleum refining — 2022 EPA GHG Reporter. NAICS 324110. Pre-qualified high-energy solar candidate."
"Denbury Onshore Llc 210 Mid-Gulf Coast","Plano","TX","epa_ghgrp","epa-1008942","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1008942","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211120. Pre-qualified high-energy solar candidate."
"Denbury Onshore Llc 230 Arkla","Plano","TX","epa_ghgrp","epa-1008943","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1008943","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211120. Pre-qualified high-energy solar candidate."
"Gulf Coast Basin - 220","Houston","TX","epa_ghgrp","epa-1008949","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1008949","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211111. Pre-qualified high-energy solar candidate."
"Anadarko Basin - 360","Houston","TX","epa_ghgrp","epa-1008952","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1008952","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211111. Pre-qualified high-energy solar candidate."
"Green River Basin - 535","Houston","TX","epa_ghgrp","epa-1008954","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1008954","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211130. Pre-qualified high-energy solar candidate."
"Exco Resources, Inc. - Arkla Basin #230","Dallas","TX","epa_ghgrp","epa-1008957","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1008957","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211130. Pre-qualified high-energy solar candidate."
"Exco Resources, Inc. - East Texas Basin #260","Dallas","TX","epa_ghgrp","epa-1008958","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1008958","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211130. Pre-qualified high-energy solar candidate."
"Bethel Compressor Station","Tennessee Colony","TX","epa_ghgrp","epa-1008964","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1008964","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 486210. Pre-qualified high-energy solar candidate."
"Burnell Compressor Station","Kennedy","TX","epa_ghgrp","epa-1008965","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1008965","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 486210. Pre-qualified high-energy solar candidate."
"Freer 44 Compressor Station","Freer","TX","epa_ghgrp","epa-1008968","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1008968","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 486210. Pre-qualified high-energy solar candidate."
"Sonora Compressor Station","Sonora","TX","epa_ghgrp","epa-1008970","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1008970","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 486210. Pre-qualified high-energy solar candidate."
"Falls City Compressor Station","Falls City","TX","epa_ghgrp","epa-1008972","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1008972","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211111. Pre-qualified high-energy solar candidate."
"White Kitchen Compressor Station","Cotulla","TX","epa_ghgrp","epa-1008973","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1008973","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211111. Pre-qualified high-energy solar candidate."
"Eog Resources, Inc. 350 South Oklahoma Folded Belt","Houston","TX","epa_ghgrp","epa-1008976","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1008976","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211120. Pre-qualified high-energy solar candidate."
"Eog Resources, Inc. 420 Fort Worth Syncline","Houston","TX","epa_ghgrp","epa-1008977","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1008977","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211120. Pre-qualified high-energy solar candidate."
"Eog Resources, Inc. 425 Bend Arch","Houston","TX","epa_ghgrp","epa-1008978","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1008978","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211111. Pre-qualified high-energy solar candidate."
"Eog Resources, Inc. 540 Denver Basin","Houston","TX","epa_ghgrp","epa-1008979","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1008979","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211120. Pre-qualified high-energy solar candidate."
"Eog Resources, Inc. 395 Williston Basin","Houston","TX","epa_ghgrp","epa-1008980","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1008980","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211120. Pre-qualified high-energy solar candidate."
"Eog Resources, Inc. 355 Chautauqua Platform Gathering & Boosting","Houston","TX","epa_ghgrp","epa-1008984","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1008984","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211120. Pre-qualified high-energy solar candidate."
"James Hardie Building Products, Inc. (Cleb)","Cleburne","TX","epa_ghgrp","epa-1008992","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1008992","","","","","","","","600","904032","90403","7.3","970164","","","","","Cement / glass — 2022 EPA GHG Reporter. NAICS 327390. Pre-qualified high-energy solar candidate."
"Henry Resources Llc","Midland","TX","epa_ghgrp","epa-1008998","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1008998","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211120. Pre-qualified high-energy solar candidate."
"Cps Energy Sf6 Equipment","San Antonio","TX","epa_ghgrp","epa-1009000","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009000","","","","","","","","600","904032","90403","7.3","970164","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221121. Pre-qualified high-energy solar candidate."
"Transco Station 30","El Campo","TX","epa_ghgrp","epa-1009006","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009006","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 486210. Pre-qualified high-energy solar candidate."
"Bopco, L.P. 430 Permian Basin","Fort Worth","TX","epa_ghgrp","epa-1009030","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009030","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211111. Pre-qualified high-energy solar candidate."
"Dollarhide Gas Plant","Andrews","TX","epa_ghgrp","epa-1009054","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009054","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211130. Pre-qualified high-energy solar candidate."
"Flint Hills Resources Corpus Christi West Plant","Corpus Christi","TX","epa_ghgrp","epa-1009066","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009066","","","","","","","","600","904032","90403","7.3","970164","","","","","Petroleum refining — 2022 EPA GHG Reporter. NAICS 324110. Pre-qualified high-energy solar candidate."
"Flint Hills Resources Corpus Christi East Plant","Corpus Christi","TX","epa_ghgrp","epa-1009067","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009067","","","","","","","","600","904032","90403","7.3","970164","","","","","Petroleum refining — 2022 EPA GHG Reporter. NAICS 324110. Pre-qualified high-energy solar candidate."
"Quicksilver Resources Inc.","Fort Worth","TX","epa_ghgrp","epa-1009069","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009069","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211111. Pre-qualified high-energy solar candidate."
"Tyler County Gas Plant","Doucette","TX","epa_ghgrp","epa-1009079","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009079","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 486210. Pre-qualified high-energy solar candidate."
"Xto Energy Inc 230 Arkla","Tyler","TX","epa_ghgrp","epa-1009082","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009082","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211130. Pre-qualified high-energy solar candidate."
"Provident City Compressor Station","Hallettsville","TX","epa_ghgrp","epa-1009091","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009091","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 486210. Pre-qualified high-energy solar candidate."
"Yoakum Cryogenic Plant","Yoakum","TX","epa_ghgrp","epa-1009093","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009093","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211130. Pre-qualified high-energy solar candidate."
"Oxy Usa Inc., 395 Williston Basin","Houston","TX","epa_ghgrp","epa-1009096","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009096","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211111. Pre-qualified high-energy solar candidate."
"Newfield.345.Arkoma Basin","The Woodlands","TX","epa_ghgrp","epa-1009113","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009113","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211120. Pre-qualified high-energy solar candidate."
"Ovintiv Usa Inc. 355.Chautauqua Platform","The Woodlands","TX","epa_ghgrp","epa-1009115","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009115","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211120. Pre-qualified high-energy solar candidate."
"345 Arkoma Basin - Bp America Production Company","Houston","TX","epa_ghgrp","epa-1009169","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009169","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211130. Pre-qualified high-energy solar candidate."
"260 East Texas Basin - Bp America Production Company","Houston","TX","epa_ghgrp","epa-1009170","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009170","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211130. Pre-qualified high-energy solar candidate."
"Whiting Oil And Gas Corporation 430 Permian Basin","Houston","TX","epa_ghgrp","epa-1009192","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009192","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211120. Pre-qualified high-energy solar candidate."
"Whiting Oil And Gas Corporation 395 Williston Basin","Houston","TX","epa_ghgrp","epa-1009197","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009197","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211120. Pre-qualified high-energy solar candidate."
"Prime Operating Company 430 Permian Basin","Houston","TX","epa_ghgrp","epa-1009202","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009202","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211111. Pre-qualified high-energy solar candidate."
"Bopco, L.P. 220 Gulf Coast Basin","Fort Worth","TX","epa_ghgrp","epa-1009245","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009245","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211120. Pre-qualified high-energy solar candidate."
"Eog Resources, Inc. 400 Ouachita Folded Belt","Houston","TX","epa_ghgrp","epa-1009246","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009246","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211111. Pre-qualified high-energy solar candidate."
"Ovintiv Usa Inc. 360.Anadarko Basin","The Woodlands","TX","epa_ghgrp","epa-1009260","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009260","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211120. Pre-qualified high-energy solar candidate."
"Ovintiv Usa Inc. 395.Williston Basin","The Woodlands","TX","epa_ghgrp","epa-1009261","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009261","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211120. Pre-qualified high-energy solar candidate."
"Merit Energy Co Llc 430 Permian Basin","Dallas","TX","epa_ghgrp","epa-1009273","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009273","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211111. Pre-qualified high-energy solar candidate."
"Merit Energy Co Llc 360 Anadarko Basin","Dallas","TX","epa_ghgrp","epa-1009274","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009274","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211130. Pre-qualified high-energy solar candidate."
"415 Strawn Basin Bkv - Production","Fort Worth","TX","epa_ghgrp","epa-1009276","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009276","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211120. Pre-qualified high-energy solar candidate."
"Bta 345 Arkoma Basin","Midland","TX","epa_ghgrp","epa-1009317","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009317","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211111. Pre-qualified high-energy solar candidate."
"Bta 395 Williston Basin","Midland","TX","epa_ghgrp","epa-1009318","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009318","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211111. Pre-qualified high-energy solar candidate."
"Bta 210 Mid-Gulf Coast Basin","Midland","TX","epa_ghgrp","epa-1009319","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009319","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211111. Pre-qualified high-energy solar candidate."
"Bta 220 Gulf Coast Basin","Midland","TX","epa_ghgrp","epa-1009320","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009320","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211111. Pre-qualified high-energy solar candidate."
"Merit Energy Co Llc 420 Fort Worth Syncline","Dallas","TX","epa_ghgrp","epa-1009327","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009327","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211120. Pre-qualified high-energy solar candidate."
"Merit Energy Co Llc 350 South Oklahoma Folded Belt","Dallas","TX","epa_ghgrp","epa-1009328","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009328","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211120. Pre-qualified high-energy solar candidate."
"Presidio Petroleum 360 Anadarko Basin","Fort Worth","TX","epa_ghgrp","epa-1009335","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009335","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211130. Pre-qualified high-energy solar candidate."
"Javelin Energy Partners Managment Uinta Basin","Irving","TX","epa_ghgrp","epa-1009350","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009350","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211130. Pre-qualified high-energy solar candidate."
"Finley Resources Inc - Uintah Basin (575)","Fort Worth","TX","epa_ghgrp","epa-1009357","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009357","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211120. Pre-qualified high-energy solar candidate."
"Pioneer Natural Resources Usa, Inc. 470 Fort Worth Syncline","Weatherford","TX","epa_ghgrp","epa-1009370","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009370","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211111. Pre-qualified high-energy solar candidate."
"Xto Energy Inc 220 Gulf Coast","Tyler","TX","epa_ghgrp","epa-1009386","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009386","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211130. Pre-qualified high-energy solar candidate."
"Xto Energy Inc 415 Strawn","Fort Worth","TX","epa_ghgrp","epa-1009387","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009387","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211130. Pre-qualified high-energy solar candidate."
"Xto Energy Inc 420 Fort Worth Syncline","Fort Worth","TX","epa_ghgrp","epa-1009388","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009388","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211130. Pre-qualified high-energy solar candidate."
"Xto Energy Inc 430 Permian","Midland","TX","epa_ghgrp","epa-1009390","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009390","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211130. Pre-qualified high-energy solar candidate."
"Apache Corporation - Permian Basin 430","Houston","TX","epa_ghgrp","epa-1009391","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009391","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211120. Pre-qualified high-energy solar candidate."
"Goodrich Petroleum Co., 260, East Texas Basin","Houston","TX","epa_ghgrp","epa-1009400","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1009400","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211111. Pre-qualified high-energy solar candidate."
