company,city,state,source,source_id,provenance_url,naics_code,naics_sector,solar_fit_score,energy_intensity,tax_appetite,recommended_ownership,load_profile,est_system_kw,est_annual_kwh,est_annual_savings_usd,est_net_payback_yrs,est_25yr_npv_p50_usd,sales_script,script_cfo,script_facilities,script_sustainability,pitch_angle
"Hfotco Llc","Houston","TX","epa_ghgrp","epa-1006163","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1006163","493120","Warehousing / Cold Storage","96","very_high","corporate","direct_purchase","flat_24_7","2000","3013440","301344","6.6","3442492","We help cold-storage facilities offset up to 40% of their peak refrigeration energy costs without changing operations. Worth a 15-minute call?","Your refrigeration is your single largest opex line item. A rooftop solar system locks in 40% of that cost at a fixed rate for 25 years — with full ITC + MACRS depreciation hitting your balance sheet in year one. Worth 15 minutes to see the model?","We specialize in cold-storage rooftop solar that installs without disrupting your temperature zones. Your roof membrane stays intact, and peak demand charges drop immediately. Can I walk you through how it works on a facility like yours?","Cold storage is one of the highest-emitting commercial verticals — but also one of the easiest to decarbonize with rooftop solar. We can help you cut Scope 2 emissions 30-50% without changing operations. Worth a quick conversation?","Refrigerated warehousing — 2022 EPA GHG Reporter. NAICS 493190. Pre-qualified high-energy solar candidate."
"Galena Park Terminal","Galena Park","TX","epa_ghgrp","epa-1008185","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1008185","493120","Warehousing / Cold Storage","96","very_high","corporate","direct_purchase","flat_24_7","2000","3013440","301344","6.6","3442492","We help cold-storage facilities offset up to 40% of their peak refrigeration energy costs without changing operations. Worth a 15-minute call?","Your refrigeration is your single largest opex line item. A rooftop solar system locks in 40% of that cost at a fixed rate for 25 years — with full ITC + MACRS depreciation hitting your balance sheet in year one. Worth 15 minutes to see the model?","We specialize in cold-storage rooftop solar that installs without disrupting your temperature zones. Your roof membrane stays intact, and peak demand charges drop immediately. Can I walk you through how it works on a facility like yours?","Cold storage is one of the highest-emitting commercial verticals — but also one of the easiest to decarbonize with rooftop solar. We can help you cut Scope 2 emissions 30-50% without changing operations. Worth a quick conversation?","Refrigerated warehousing — 2022 EPA GHG Reporter. NAICS 493190. Pre-qualified high-energy solar candidate."
"Bostco Terminal","La Porte","TX","epa_ghgrp","epa-1011817","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1011817","493120","Warehousing / Cold Storage","96","very_high","corporate","direct_purchase","flat_24_7","2000","3013440","301344","6.6","3442492","We help cold-storage facilities offset up to 40% of their peak refrigeration energy costs without changing operations. Worth a 15-minute call?","Your refrigeration is your single largest opex line item. A rooftop solar system locks in 40% of that cost at a fixed rate for 25 years — with full ITC + MACRS depreciation hitting your balance sheet in year one. Worth 15 minutes to see the model?","We specialize in cold-storage rooftop solar that installs without disrupting your temperature zones. Your roof membrane stays intact, and peak demand charges drop immediately. Can I walk you through how it works on a facility like yours?","Cold storage is one of the highest-emitting commercial verticals — but also one of the easiest to decarbonize with rooftop solar. We can help you cut Scope 2 emissions 30-50% without changing operations. Worth a quick conversation?","Refrigerated warehousing — 2022 EPA GHG Reporter. NAICS 493190. Pre-qualified high-energy solar candidate."
"Houston Terminal","Houston","TX","epa_ghgrp","epa-1013399","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1013399","493120","Warehousing / Cold Storage","96","very_high","corporate","direct_purchase","flat_24_7","2000","3013440","301344","6.6","3442492","We help cold-storage facilities offset up to 40% of their peak refrigeration energy costs without changing operations. Worth a 15-minute call?","Your refrigeration is your single largest opex line item. A rooftop solar system locks in 40% of that cost at a fixed rate for 25 years — with full ITC + MACRS depreciation hitting your balance sheet in year one. Worth 15 minutes to see the model?","We specialize in cold-storage rooftop solar that installs without disrupting your temperature zones. Your roof membrane stays intact, and peak demand charges drop immediately. Can I walk you through how it works on a facility like yours?","Cold storage is one of the highest-emitting commercial verticals — but also one of the easiest to decarbonize with rooftop solar. We can help you cut Scope 2 emissions 30-50% without changing operations. Worth a quick conversation?","Refrigerated warehousing — 2022 EPA GHG Reporter. NAICS 493190. Pre-qualified high-energy solar candidate."
"Beaumont Terminal","Nederland","TX","epa_ghgrp","epa-1013597","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1013597","493120","Warehousing / Cold Storage","96","very_high","corporate","direct_purchase","flat_24_7","2000","3013440","301344","6.6","3442492","We help cold-storage facilities offset up to 40% of their peak refrigeration energy costs without changing operations. Worth a 15-minute call?","Your refrigeration is your single largest opex line item. A rooftop solar system locks in 40% of that cost at a fixed rate for 25 years — with full ITC + MACRS depreciation hitting your balance sheet in year one. Worth 15 minutes to see the model?","We specialize in cold-storage rooftop solar that installs without disrupting your temperature zones. Your roof membrane stays intact, and peak demand charges drop immediately. Can I walk you through how it works on a facility like yours?","Cold storage is one of the highest-emitting commercial verticals — but also one of the easiest to decarbonize with rooftop solar. We can help you cut Scope 2 emissions 30-50% without changing operations. Worth a quick conversation?","Refrigerated warehousing — 2022 EPA GHG Reporter. NAICS 493110. Pre-qualified high-energy solar candidate."
"Lbc Houston Lp","Seabrook","TX","epa_ghgrp","epa-1013625","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1013625","493120","Warehousing / Cold Storage","96","very_high","corporate","direct_purchase","flat_24_7","2000","3013440","301344","6.6","3442492","We help cold-storage facilities offset up to 40% of their peak refrigeration energy costs without changing operations. Worth a 15-minute call?","Your refrigeration is your single largest opex line item. A rooftop solar system locks in 40% of that cost at a fixed rate for 25 years — with full ITC + MACRS depreciation hitting your balance sheet in year one. Worth 15 minutes to see the model?","We specialize in cold-storage rooftop solar that installs without disrupting your temperature zones. Your roof membrane stays intact, and peak demand charges drop immediately. Can I walk you through how it works on a facility like yours?","Cold storage is one of the highest-emitting commercial verticals — but also one of the easiest to decarbonize with rooftop solar. We can help you cut Scope 2 emissions 30-50% without changing operations. Worth a quick conversation?","Refrigerated warehousing — 2022 EPA GHG Reporter. NAICS 493190. Pre-qualified high-energy solar candidate."
"Vopak Terminal Deer Park","Deer Park","TX","epa_ghgrp","epa-1014177","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1014177","493120","Warehousing / Cold Storage","96","very_high","corporate","direct_purchase","flat_24_7","2000","3013440","301344","6.6","3442492","We help cold-storage facilities offset up to 40% of their peak refrigeration energy costs without changing operations. Worth a 15-minute call?","Your refrigeration is your single largest opex line item. A rooftop solar system locks in 40% of that cost at a fixed rate for 25 years — with full ITC + MACRS depreciation hitting your balance sheet in year one. Worth 15 minutes to see the model?","We specialize in cold-storage rooftop solar that installs without disrupting your temperature zones. Your roof membrane stays intact, and peak demand charges drop immediately. Can I walk you through how it works on a facility like yours?","Cold storage is one of the highest-emitting commercial verticals — but also one of the easiest to decarbonize with rooftop solar. We can help you cut Scope 2 emissions 30-50% without changing operations. Worth a quick conversation?","Refrigerated warehousing — 2022 EPA GHG Reporter. NAICS 493190. Pre-qualified high-energy solar candidate."
"Sunoco, Llc  Brownsville Terminal","Brownsville","TX","epa_ghgrp","epa-1014568","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1014568","493120","Warehousing / Cold Storage","96","very_high","corporate","direct_purchase","flat_24_7","2000","3013440","301344","6.6","3442492","We help cold-storage facilities offset up to 40% of their peak refrigeration energy costs without changing operations. Worth a 15-minute call?","Your refrigeration is your single largest opex line item. A rooftop solar system locks in 40% of that cost at a fixed rate for 25 years — with full ITC + MACRS depreciation hitting your balance sheet in year one. Worth 15 minutes to see the model?","We specialize in cold-storage rooftop solar that installs without disrupting your temperature zones. Your roof membrane stays intact, and peak demand charges drop immediately. Can I walk you through how it works on a facility like yours?","Cold storage is one of the highest-emitting commercial verticals — but also one of the easiest to decarbonize with rooftop solar. We can help you cut Scope 2 emissions 30-50% without changing operations. Worth a quick conversation?","Refrigerated warehousing — 2022 EPA GHG Reporter. NAICS 493190. Pre-qualified high-energy solar candidate."
"Whole Foods — Austin Flagship","Austin","TX","auto_seed","solar-ret-002","","493120","Warehousing / Cold Storage","96","very_high","corporate","direct_purchase","flat_24_7","2000","3013440","301344","6.6","3442492","We help cold-storage facilities offset up to 40% of their peak refrigeration energy costs without changing operations. Worth a 15-minute call?","Your refrigeration is your single largest opex line item. A rooftop solar system locks in 40% of that cost at a fixed rate for 25 years — with full ITC + MACRS depreciation hitting your balance sheet in year one. Worth 15 minutes to see the model?","We specialize in cold-storage rooftop solar that installs without disrupting your temperature zones. Your roof membrane stays intact, and peak demand charges drop immediately. Can I walk you through how it works on a facility like yours?","Cold storage is one of the highest-emitting commercial verticals — but also one of the easiest to decarbonize with rooftop solar. We can help you cut Scope 2 emissions 30-50% without changing operations. Worth a quick conversation?","Amazon-owned + Austin Energy PBI — grocery refrigeration heavy"
"Lone Star Beverage Distribution","Dallas","TX","auto_seed","solar-007","","493120","Warehousing / Cold Storage","96","very_high","corporate","direct_purchase","flat_24_7","2000","3013440","301344","6.6","3442492","We help cold-storage facilities offset up to 40% of their peak refrigeration energy costs without changing operations. Worth a 15-minute call?","Your refrigeration is your single largest opex line item. A rooftop solar system locks in 40% of that cost at a fixed rate for 25 years — with full ITC + MACRS depreciation hitting your balance sheet in year one. Worth 15 minutes to see the model?","We specialize in cold-storage rooftop solar that installs without disrupting your temperature zones. Your roof membrane stays intact, and peak demand charges drop immediately. Can I walk you through how it works on a facility like yours?","Cold storage is one of the highest-emitting commercial verticals — but also one of the easiest to decarbonize with rooftop solar. We can help you cut Scope 2 emissions 30-50% without changing operations. Worth a quick conversation?","180,000 sqft refrigerated warehouse"
"Kroger Distribution Center","Houston","TX","osm_industrial","osm-53014185","https://www.openstreetmap.org/way/osm-53014185","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","301344","6.6","3442492","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Sam'S Club","Houston","TX","osm_industrial","osm-208493247","https://www.openstreetmap.org/way/osm-208493247","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","301344","6.6","3442492","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"National Wholesale Supply","Houston","TX","osm_industrial","osm-315942044","https://www.openstreetmap.org/way/osm-315942044","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","301344","6.6","3442492","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Williams Auto Salvage","Houston","TX","osm_industrial","osm-316655909","https://www.openstreetmap.org/way/osm-316655909","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","301344","6.6","3442492","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Texas Solar Outfitters","Houston","TX","osm_industrial","osm-371733678","https://www.openstreetmap.org/way/osm-371733678","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","301344","6.6","3442492","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Istorage","Houston","TX","osm_industrial","osm-425207319","https://www.openstreetmap.org/way/osm-425207319","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","301344","6.6","3442492","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"1463 Auto Repair Llc","Katy","TX","osm_industrial","osm-480968726","https://www.openstreetmap.org/way/osm-480968726","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","301344","6.6","3442492","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Great Spaces Storage","Houston","TX","osm_industrial","osm-503250851","https://www.openstreetmap.org/way/osm-503250851","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","301344","6.6","3442492","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Pepperl+Fuchs Us Distribution Center","Katy","TX","osm_industrial","osm-519394053","https://www.openstreetmap.org/way/osm-519394053","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","301344","6.6","3442492","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Heb","Houston","TX","osm_industrial","osm-587296967","https://www.openstreetmap.org/way/osm-587296967","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","301344","6.6","3442492","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Willowbend Distribution Center Ii","Houston","TX","osm_industrial","osm-588999536","https://www.openstreetmap.org/way/osm-588999536","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","301344","6.6","3442492","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Willowbend Distribution Center I","Houston","TX","osm_industrial","osm-588999537","https://www.openstreetmap.org/way/osm-588999537","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","301344","6.6","3442492","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Republic National Distributing Company","Houston","TX","osm_industrial","osm-601407678","https://www.openstreetmap.org/way/osm-601407678","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","301344","6.6","3442492","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Exclusive Furniture","Houston","TX","osm_industrial","osm-621312952","https://www.openstreetmap.org/way/osm-621312952","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","301344","6.6","3442492","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Amazon","Humble","TX","osm_industrial","osm-661364118","https://www.openstreetmap.org/way/osm-661364118","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","301344","6.6","3442492","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Mrc Global","Houston","TX","osm_industrial","osm-668687426","https://www.openstreetmap.org/way/osm-668687426","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","301344","6.6","3442492","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"B&G Wholesale","Houston","TX","osm_industrial","osm-670461980","https://www.openstreetmap.org/way/osm-670461980","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","301344","6.6","3442492","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Montgomery Self-Storage","Houston","TX","osm_industrial","osm-670959920","https://www.openstreetmap.org/way/osm-670959920","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","301344","6.6","3442492","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Fast Oil Change","Houston","TX","osm_industrial","osm-685028960","https://www.openstreetmap.org/way/osm-685028960","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","301344","6.6","3442492","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Amazon","Houston","TX","osm_industrial","osm-685773891","https://www.openstreetmap.org/way/osm-685773891","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","301344","6.6","3442492","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Heb","Houston","TX","osm_industrial","osm-739708189","https://www.openstreetmap.org/way/osm-739708189","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","301344","6.6","3442492","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Aldi Distribution Center","Houston","TX","osm_industrial","osm-809430900","https://www.openstreetmap.org/way/osm-809430900","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","301344","6.6","3442492","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"C&S Wholesale Grocers","Houston","TX","osm_industrial","osm-835411935","https://www.openstreetmap.org/way/osm-835411935","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","301344","6.6","3442492","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Ta Chen International Inc","Houston","TX","osm_industrial","osm-845511450","https://www.openstreetmap.org/way/osm-845511450","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","301344","6.6","3442492","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
